,Source language,Translation 1
837,"∀ x ( Large ( x ) ∨ Pet ( x ) ) ∧ ( SameRow ( a , b ) → ( Dodec ( a ) ∨ Larger ( a , c ) ) )","all these hold : \n\t• for all x , x is large or x is a pet \n\t• if a is in the same row as b , then a is a dodecahedron or a is larger than c"
838,"¬ ( SameCol ( a , a ) ∨ Large ( b ) ) ∨ ¬ ( Prime ( a ) → Large ( c ) )","it is not the case that a is in the same column as itself or b is large or it is not the case that if a is a prime , then c is large"
839,"∃ x Adjoins ( a , x ) ∨ Medium ( b )",there is an element x such that a is adjacent to x or b is medium
840,"∃ x ( ( LeftOf ( a , a ) ∨ Prime ( x ) ) → ( FrontOf ( x , x ) ∧ Student ( x ) ) )","there is an element x such that if a is to the left of itself or x is a prime , then x is in front of itself and x is a student"
841,"¬ ( Large ( a ) ∨ Adjoins ( b , c ) ) ∧ ∀ x ( Dodec ( d ) → Medium ( x ) )","it is not the case that a is large or b is adjacent to c and for all x , if d is a dodecahedron , then x is medium"
842,"( ∀ x LeftOf ( a , x ) ∨ ∃ x Large ( x ) ) ∨ Pet ( a )","for all x , a is to the left of x , there is an element x such that x is large or a is a pet"
843,"( ¬ BackOf ( a , a ) → ( Even ( b ) ∨ Larger ( b , c ) ) ) → Prime ( c )","if if a is not in back of a , then b is even or larger than c , then c is a prime"
844,"∀ x ( SameShape ( x , x ) ∧ Pet ( x ) ) ∨ ( ∃ y Tet ( a ) ∧ ( BackOf ( b , c ) → Cube ( c ) ) )","for all x , x is of the same shape as itself and x is a pet or all these hold : \n\t• there is an element y such that a is a tetrahedron \n\t• if b is in back of c , then c is a cube"
845,"∃ x SameRow ( x , x ) → ( ∀ x Dodec ( a ) ∧ Small ( a ) )","if there is an element x such that x is in the same row as itself , then for all x , a is a dodecahedron and a is small"
846,"∀ x ( ¬ LeftOf ( x , x ) ∧ ( Cube ( a ) ∨ Dodec ( x ) ) )","for all x , all these hold : \n\t• x is not to the left of x \n\t• a is a cube or x is a dodecahedron"
847,"∀ x Larger ( a , a )","for all x , a is larger than itself"
848,"SameSize ( a , a ) ∨ ¬ ∀ x Medium ( a )","a is of the same size as itself or it is not the case that for all x , a is medium"
849,"∀ x ∀ x ∃ x FrontOf ( a , x )","for all x , for all x , there is an element x such that a is in front of x"
850,"¬ ( Smaller ( a , a ) ∨ Large ( b ) ) ∨ Smaller ( c , b )",it is not the case that a is smaller than itself or b is large or c is smaller than b
851,∀ x ( Even ( x ) → ( Student ( a ) ∨ Even ( x ) ) ),"for all x , if x is even , then a is a student or x is even"
852,"∀ x SameSize ( x , x )","for all x , x is of the same size as itself"
853,"∀ x ( ( RightOf ( a , a ) ∨ Student ( b ) ) ∨ SameRow ( x , x ) )","for all x , a is to the right of itself , b is a student or x is in the same row as itself"
854,"∀ x SameCol ( a , x ) ∨ Prime ( a )","for all x , a is in the same column as x or a is a prime"
855,"∀ x ( SameSize ( a , x ) → Small ( x ) )","for all x , if a is of the same size as x , then x is small"
856,¬ ¬ ( Large ( a ) ∧ Tet ( a ) ),it is not the case that it is not the case that a is large and a is a tetrahedron
857,¬ ¬ ( Student ( a ) ∨ Person ( b ) ),it is not the case that it is not the case that a is a student or b is a person
858,"¬ ¬ BackOf ( a , a )",it is not the case that a is not in back of a
859,∀ x ( ( Even ( a ) ∧ Tet ( x ) ) ∧ ( Even ( x ) → Person ( b ) ) ),"for all x , all these hold : \n\t• a is even , x is a tetrahedron \n\t• if x is even , then b is a person"
860,"∃ x ¬ ¬ Adjoins ( x , x )",there is an element x such that it is not the case that x is not adjacent to x
861,"( ∃ x BackOf ( a , b ) → ∀ x Small ( b ) ) → ∃ x ( Student ( x ) → SameSize ( b , b ) )","if if there is an element x such that a is in back of b , then for all x , b is small , then there is an element x such that if x is a student , then b is of the same size as itself"
862,"( ∀ x Smaller ( a , b ) → ( Small ( b ) ∨ SameRow ( b , a ) ) ) ∨ Medium ( a )","at least one of these holds : \n\t• if for all x , a is smaller than b , then b is small or in the same row as a \n\t• a is medium"
863,"∃ x ( ∃ y LeftOf ( a , a ) ∨ ∀ z SameCol ( x , z ) )","there is an element x such that there is an element y such that a is to the left of itself or for all z , x is in the same column as z"
864,"∃ x ¬ ∀ y Smaller ( a , b )","there is an element x such that it is not the case that for all y , a is smaller than b"
865,∀ x ¬ ( Large ( a ) → Tet ( x ) ),"for all x , it is not the case that if a is large , then x is a tetrahedron"
866,"∃ x ( ∀ x RightOf ( a , b ) → Dodec ( x ) )","there is an element x such that if for all x , a is to the right of b , then x is a dodecahedron"
867,"( ∃ x FrontOf ( a , x ) → ∀ x Smaller ( a , b ) ) ∨ Large ( c )","at least one of these holds : \n\t• if there is an element x such that a is in front of x , then for all x , a is smaller than b \n\t• c is large"
868,"¬ ¬ ( SameCol ( a , b ) ∧ Cube ( a ) )",it is not the case that it is not the case that a is in the same column as b and a is a cube
869,"∀ x ( Even ( x ) → Person ( a ) ) ∨ ∀ x ∃ x FrontOf ( x , a )","for all x , if x is even , then a is a person or for all x , there is an element x such that x is in front of a"
870,"∃ x RightOf ( a , x )",there is an element x such that a is to the right of x
871,¬ ( ∃ x Tet ( a ) → ¬ Prime ( b ) ),"it is not the case that if there is an element x such that a is a tetrahedron , then b is not a prime"
872,"∀ x ¬ ( Even ( x ) → LeftOf ( a , x ) )","for all x , it is not the case that if x is even , then a is to the left of x"
873,"∀ x ¬ ( Large ( x ) ∨ Larger ( a , a ) )","for all x , it is not the case that x is large or a is larger than itself"
874,"¬ ( Cube ( a ) → BackOf ( b , b ) ) ∨ ¬ ∃ x Student ( x )","it is not the case that if a is a cube , then b is in back of itself or it is not the case that there is an element x such that x is a student"
875,"¬ ∃ x Smaller ( x , x ) ∧ ( Even ( a ) ∧ Large ( b ) )","it is not the case that there is an element x such that x is smaller than itself , a is even and b is large"
876,"∃ x ( ( BackOf ( a , x ) ∧ Adjoins ( b , a ) ) → ( Small ( c ) ∨ Adjoins ( x , b ) ) )","there is an element x such that if a is in back of x and b is adjacent to a , then c is small or x is adjacent to b"
877,∀ x ( Dodec ( x ) ∧ ∀ y Tet ( a ) ),"for all x , x is a dodecahedron and for all y , a is a tetrahedron"
878,"( ∀ x Large ( x ) → ∃ x Even ( x ) ) ∧ ( ∃ x FrontOf ( a , b ) → Smaller ( a , c ) )","all these hold : \n\t• if for all x , x is large , then there is an element x such that x is even \n\t• if there is an element x such that a is in front of b , then a is smaller than c"
879,∃ x ∃ y Small ( a ) ∨ ( Small ( b ) → ( Large ( a ) ∨ Prime ( b ) ) ),"at least one of these holds : \n\t• there is an element x such that there is an element y such that a is small \n\t• if b is small , then a is large or b is a prime"
880,∀ x ∃ y ( Even ( y ) ∨ Even ( x ) ),"for all x , there is an element y such that y or x is even"
881,∃ x ( ∀ y Small ( a ) ∨ ( Dodec ( a ) ∧ Tet ( x ) ) ),"there is an element x such that at least one of these holds : \n\t• for all y , a is small \n\t• a is a dodecahedron and x is a tetrahedron"
882,"FrontOf ( a , a ) ∨ ( ( Medium ( a ) ∧ Student ( b ) ) → Even ( b ) )","at least one of these holds : \n\t• a is in front of itself \n\t• if a is medium and b is a student , then b is even"
883,"¬ ∀ x ∃ y LeftOf ( a , y )","it is not the case that for all x , there is an element y such that a is to the left of y"
884,"( ∃ x Small ( a ) → ( Smaller ( a , a ) ∧ Even ( a ) ) ) ∨ SameCol ( a , b )","at least one of these holds : \n\t• if there is an element x such that a is small , then a is smaller than itself and a is even \n\t• a is in the same column as b"
885,( ∀ x Dodec ( x ) → ( Person ( a ) ∧ Medium ( b ) ) ) → ∀ y ∀ x Small ( y ),"if if for all x , x is a dodecahedron , then a is a person and b is medium , then for all y , for all x , y is small"
886,Large ( a ) ∨ ( ( Small ( b ) → Even ( c ) ) → ¬ Even ( d ) ),"at least one of these holds : \n\t• a is large \n\t• if if b is small , then c is even , then d is not even"
887,"∀ x ¬ ¬ Adjoins ( a , b )","for all x , it is not the case that a is not adjacent to b"
888,"¬ ( ¬ Student ( a ) ∧ ∀ x SameShape ( b , x ) )","it is not the case that a is not a student and for all x , b is of the same shape as x"
889,Medium ( a ) ∨ ( ¬ Small ( b ) ∨ ( Medium ( b ) ∧ Cube ( b ) ) ),"at least one of these holds : \n\t• a is medium , b is not small \n\t• b is medium and b is a cube"
890,"¬ ¬ SameShape ( a , b )",it is not the case that a is not of the same shape as b
891,¬ Small ( a ) → ( ∀ x Even ( x ) ∨ ∃ y Large ( y ) ),"if a is not small , then for all x , x is even or there is an element y such that y is large"
892,∀ x ∀ x Large ( x ) ∨ ∀ x Tet ( a ),"for all x , for all x , x is large or for all x , a is a tetrahedron"
893,"∀ x ( ( Tet ( x ) ∨ BackOf ( a , x ) ) ∧ ( Even ( x ) ∨ Dodec ( b ) ) )","for all x , all these hold : \n\t• x is a tetrahedron or a is in back of x \n\t• x is even or b is a dodecahedron"
894,"∀ x ( SameShape ( a , x ) → ∀ y Larger ( x , x ) )","for all x , if a is of the same shape as x , then for all y , x is larger than itself"
895,"¬ ( SameShape ( a , a ) → SameRow ( b , c ) ) ∨ ∃ x ∀ y Small ( x )","it is not the case that if a is of the same shape as itself , then b is in the same row as c or there is an element x such that for all y , x is small"
896,"∀ x ( ∀ y SameCol ( y , a ) ∧ Dodec ( x ) )","for all x , for all y , y is in the same column as a and x is a dodecahedron"
897,"∀ x ( RightOf ( a , x ) ∨ ( Medium ( x ) ∨ BackOf ( x , x ) ) )","for all x , a is to the right of x , x is medium or x is in back of itself"
898,"( ( Smaller ( a , b ) ∨ Person ( c ) ) ∧ Pet ( a ) ) ∧ Small ( c )","all these hold : \n\t• a is smaller than b or c is a person , a is a pet \n\t• c is small"
899,∃ x ( ¬ Pet ( a ) ∧ ( Large ( x ) ∨ Prime ( a ) ) ),there is an element x such that all these hold : \n\t• a is not a pet \n\t• x is large or a is a prime
900,( ∃ x Small ( x ) → Large ( a ) ) → ∃ x Student ( b ),"if if there is an element x such that x is small , then a is large , then there is an element x such that b is a student"
901,"¬ ¬ Pet ( a ) ∧ ¬ ( Tet ( a ) → SameSize ( a , b ) )","it is not the case that a is not a pet and it is not the case that if a is a tetrahedron , then a is of the same size as b"
902,"¬ ( BackOf ( a , a ) ∨ Even ( a ) ) ∨ ( ∀ x Large ( a ) ∧ ( RightOf ( b , a ) → Small ( c ) ) )","it is not the case that a is in back of itself or a is even or all these hold : \n\t• for all x , a is large \n\t• if b is to the right of a , then c is small"
903,¬ ∀ x Large ( x ) → ∀ y ∃ x Medium ( y ),"if it is not the case that for all x , x is large , then for all y , there is an element x such that y is medium"
904,"∃ x ( ∀ y Adjoins ( y , a ) → ∀ x Prime ( a ) )","there is an element x such that if for all y , y is adjacent to a , then for all x , a is a prime"
905,( ( Medium ( a ) ∧ Cube ( b ) ) ∧ ¬ Small ( c ) ) ∧ ( ∀ x Small ( x ) → ∀ x Tet ( b ) ),"all these hold : \n\t• a is medium , b is a cube , c is not small \n\t• if for all x , x is small , then for all x , b is a tetrahedron"
906,"( ( Pet ( a ) ∧ SameRow ( b , b ) ) ∧ Cube ( b ) ) ∧ ( ∀ x Dodec ( x ) ∧ ∃ x Small ( c ) )","a is a pet , b is in the same row as itself , b is a cube , for all x , x is a dodecahedron and there is an element x such that c is small"
907,∃ x ( ∃ y Medium ( a ) ∧ ¬ Small ( b ) ),there is an element x such that there is an element y such that a is medium and b is not small
908,∀ x ∀ x ( Pet ( x ) ∧ Tet ( a ) ),"for all x , for all x , x is a pet and a is a tetrahedron"
909,"∀ x ¬ ∀ x Smaller ( x , x )","for all x , it is not the case that for all x , x is smaller than itself"
910,"¬ ∀ x ( Small ( x ) → SameRow ( x , x ) )","it is not the case that for all x , if x is small , then x is in the same row as itself"
911,¬ ¬ Pet ( a ) ∨ ( ¬ Pet ( a ) ∨ ∀ x Small ( x ) ),"it is not the case that a is not a pet , a is not a pet or for all x , x is small"
912,"∃ x ¬ SameShape ( a , b ) ∧ Large ( a )",there is an element x such that a is not of the same shape as b and a is large
913,"∀ x ( ¬ Medium ( x ) ∧ ∃ y BackOf ( y , x ) )","for all x , x is not medium and there is an element y such that y is in back of x"
914,"( ¬ Small ( a ) → ¬ Even ( b ) ) ∧ ( ( Even ( a ) ∧ SameRow ( c , c ) ) ∧ ∃ x SameShape ( x , x ) )","all these hold : \n\t• if a is not small , then b is not even , a is even , c is in the same row as itself \n\t• there is an element x such that x is of the same shape as itself"
915,"∀ x ( ( Medium ( x ) → Dodec ( a ) ) → ¬ Smaller ( a , x ) )","for all x , if if x is medium , then a is a dodecahedron , then a is not smaller than x"
916,¬ ( Even ( a ) ∨ Large ( b ) ) → ∃ x Large ( x ),"if it is not the case that a is even or b is large , then there is an element x such that x is large"
917,∀ x ∀ x Even ( x ) → ∃ x ∀ x Tet ( x ),"if for all x , for all x , x is even , then there is an element x such that for all x , x is a tetrahedron"
918,∃ x ∃ y Medium ( a ) → ∃ y ( Dodec ( y ) ∨ Medium ( b ) ),"if there is an element x such that there is an element y such that a is medium , then there is an element y such that y is a dodecahedron or b is medium"
919,"∀ x ∀ x SameShape ( x , x ) → ( Even ( a ) ∨ ( Dodec ( a ) ∧ Prime ( b ) ) )","if for all x , for all x , x is of the same shape as itself , then at least one of these holds : \n\t• a is even \n\t• a is a dodecahedron and b is a prime"
920,"( ( Large ( a ) → Smaller ( b , c ) ) ∨ ∀ x RightOf ( x , b ) ) ∧ ¬ ∀ x Dodec ( x )","at least one of these holds : \n\t• if a is large , then b is smaller than c \n\t• for all x , x is to the right of b and it is not the case that for all x , x is a dodecahedron"
921,"∀ x ( Pet ( x ) ∨ Medium ( x ) ) ∧ ∀ x ∃ x BackOf ( a , x )","for all x , x is a pet or x is medium and for all x , there is an element x such that a is in back of x"
922,"∃ x ( ( Person ( a ) ∨ SameRow ( x , b ) ) → ( Dodec ( x ) ∨ Smaller ( x , c ) ) )","there is an element x such that if a is a person or x is in the same row as b , then x is a dodecahedron or x is smaller than c"
923,"∃ x Adjoins ( x , a )",there is an element x such that x is adjacent to a
924,"∃ x ( Large ( a ) ∧ BackOf ( a , x ) ) ∨ ( SameCol ( b , b ) ∧ Pet ( c ) )",at least one of these holds : \n\t• there is an element x such that a is large and in back of x \n\t• b is in the same column as itself and c is a pet
925,∃ x ( ∃ y Large ( y ) → ¬ Large ( x ) ),"there is an element x such that if there is an element y such that y is large , then x is not large"
926,"∀ x ¬ Pet ( a ) ∨ Smaller ( a , b )","for all x , a is not a pet or a is smaller than b"
927,¬ ( ( Small ( a ) → Small ( b ) ) ∧ Small ( a ) ),"it is not the case that all these hold : \n\t• if a is small , then b is small \n\t• a is small"
928,"¬ ( ( Smaller ( a , b ) → Dodec ( c ) ) ∨ ( Even ( d ) ∧ Prime ( a ) ) )","it is not the case that at least one of these holds : \n\t• if a is smaller than b , then c is a dodecahedron \n\t• d is even and a is a prime"
929,¬ ∃ x Cube ( a ) → Student ( a ),"if it is not the case that there is an element x such that a is a cube , then a is a student"
930,"∀ x SameSize ( x , x )","for all x , x is of the same size as itself"
931,∃ x ∃ y Large ( a ) → ( ( Prime ( b ) ∨ Medium ( b ) ) → ∀ x Student ( x ) ),"if there is an element x such that there is an element y such that a is large , then if b is a prime or b is medium , then for all x , x is a student"
932,"∃ x LeftOf ( x , a )",there is an element x such that x is to the left of a
933,∀ x ( ∃ y Cube ( a ) ∧ ∀ y Tet ( a ) ),"for all x , there is an element y such that a is a cube and for all y , a is a tetrahedron"
934,"∀ x ( ¬ Small ( x ) ∧ ( SameRow ( a , x ) ∨ RightOf ( x , x ) ) )","for all x , all these hold : \n\t• x is not small \n\t• a is in the same row as x or x is to the right of itself"
935,"¬ ( FrontOf ( a , b ) ∧ Prime ( c ) ) ∨ ( ( Medium ( b ) ∨ Smaller ( d , e ) ) → Small ( b ) )","at least one of these holds : \n\t• it is not the case that a is in front of b and c is a prime \n\t• if b is medium or d is smaller than e , then b is small"
936,Tet ( a ) ∨ ( ∀ x Tet ( a ) ∧ ∀ x Student ( b ) ),"at least one of these holds : \n\t• a is a tetrahedron \n\t• for all x , a is a tetrahedron and for all x , b is a student"
937,¬ ∀ x ( Large ( a ) → Small ( x ) ),"it is not the case that for all x , if a is large , then x is small"
938,"( Cube ( a ) → Pet ( b ) ) ∨ FrontOf ( a , b )","at least one of these holds : \n\t• if a is a cube , then b is a pet \n\t• a is in front of b"
939,"∃ x ( SameSize ( x , a ) ∧ Medium ( x ) ) ∧ ( Cube ( a ) ∧ ∀ y Prime ( y ) )","there is an element x such that x is of the same size as a and medium , a is a cube and for all y , y is a prime"
940,"∃ x ∀ x Cube ( a ) → LeftOf ( a , b )","if there is an element x such that for all x , a is a cube , then a is to the left of b"
941,"( ¬ Dodec ( a ) ∧ BackOf ( b , c ) ) ∨ ( LeftOf ( d , b ) ∧ ( Cube ( e ) ∨ Medium ( f ) ) )",at least one of these holds : \n\t• a is not a dodecahedron and b is in back of c \n\t• all these hold : \n\t• d is to the left of b \n\t• e is a cube or f is medium
942,"( Large ( a ) → ∃ x Tet ( x ) ) → ( ( Even ( b ) → Prime ( a ) ) → ∀ y Larger ( c , y ) )","if if a is large , then there is an element x such that x is a tetrahedron , then if if b is even , then a is a prime , then for all y , c is larger than y"
943,"∃ x BackOf ( x , a )",there is an element x such that x is in back of a
944,"¬ ∀ x Larger ( a , b ) ∨ ( ( LeftOf ( c , b ) → Pet ( c ) ) ∧ ( Large ( a ) ∨ Tet ( b ) ) )","it is not the case that for all x , a is larger than b or all these hold : \n\t• if c is to the left of b , then c is a pet \n\t• a is large or b is a tetrahedron"
945,"∃ x ( ( RightOf ( a , a ) ∧ Large ( x ) ) ∧ ( Large ( a ) ∧ SameCol ( x , x ) ) )","there is an element x such that a is to the right of itself , x is large , a is large and x is in the same column as itself"
946,"( ( Student ( a ) ∧ Small ( b ) ) → ( Student ( c ) → Pet ( c ) ) ) ∧ FrontOf ( c , a )","all these hold : \n\t• if a is a student and b is small , then if c is a student , then c is a pet \n\t• c is in front of a"
947,"( ( Small ( a ) ∧ Medium ( a ) ) → ( RightOf ( b , a ) ∧ Even ( a ) ) ) → Person ( b )","if if a is small and medium , then b is to the right of a and a is even , then b is a person"
948,∃ x ∀ x ( Prime ( a ) ∨ Large ( b ) ),"there is an element x such that for all x , a is a prime or b is large"
949,∀ x Large ( x ) → ¬ Even ( a ),"if for all x , x is large , then a is not even"
950,"∃ x ( Student ( a ) ∧ Larger ( b , b ) ) ∨ ( ¬ Large ( b ) ∨ ( Even ( b ) → RightOf ( b , b ) ) )","at least one of these holds : \n\t• there is an element x such that a is a student and b is larger than itself , b is not large \n\t• if b is even , then b is to the right of itself"
951,"∀ x SameCol ( x , x )","for all x , x is in the same column as itself"
952,∀ x ¬ Tet ( a ) ∧ Large ( b ),"for all x , a is not a tetrahedron and b is large"
953,"( ∀ x Medium ( a ) → ∀ y Cube ( a ) ) ∨ ¬ ( Larger ( b , b ) ∨ SameSize ( c , b ) )","at least one of these holds : \n\t• if for all x , a is medium , then for all y , a is a cube \n\t• it is not the case that b is larger than itself or c is of the same size as b"
954,"¬ ∃ x ∃ y BackOf ( y , a )",it is not the case that there is an element x such that there is an element y such that y is in back of a
955,Large ( a ) → ¬ ( Tet ( a ) ∨ Pet ( a ) ),"if a is large , then it is not the case that a is a tetrahedron or a is a pet"
956,"( ¬ LeftOf ( a , a ) ∧ ¬ SameCol ( b , c ) ) ∨ ( ( Cube ( b ) ∧ Cube ( a ) ) ∨ ∀ x Small ( x ) )","at least one of these holds : \n\t• a is not to the left of a and b is not in the same column as c , b is a cube and a is a cube \n\t• for all x , x is small"
957,"( ∀ x Larger ( a , x ) ∧ Large ( b ) ) ∧ ∀ x ∃ y Dodec ( a )","for all x , a is larger than x , b is large and for all x , there is an element y such that a is a dodecahedron"
958,"¬ ( Dodec ( a ) ∧ Student ( a ) ) ∨ ( ∀ x Prime ( x ) → ( Person ( b ) ∧ Larger ( b , b ) ) )","at least one of these holds : \n\t• it is not the case that a is a dodecahedron and a is a student \n\t• if for all x , x is a prime , then b is a person and b is larger than itself"
959,"∃ x ¬ SameShape ( x , x )",there is an element x such that x is not of the same shape as x
960,∃ x ¬ ∀ x Person ( x ),"there is an element x such that it is not the case that for all x , x is a person"
961,¬ ∃ x ∃ x Prime ( a ),it is not the case that there is an element x such that there is an element x such that a is a prime
962,"∃ x ∀ y ∀ y SameCol ( y , a )","there is an element x such that for all y , for all y , y is in the same column as a"
963,"Larger ( a , a ) → Student ( a )","if a is larger than itself , then a is a student"
964,Medium ( a ) ∨ Prime ( b ),a is medium or b is a prime
965,"¬ ( ( SameCol ( a , b ) ∧ Even ( c ) ) ∧ ( Large ( c ) ∧ LeftOf ( a , a ) ) )","it is not the case that a is in the same column as b , c is even , c is large and a is to the left of itself"
966,"¬ ¬ SameShape ( a , a )",it is not the case that a is not of the same shape as a
967,"∃ x ( ( LeftOf ( x , x ) ∨ Person ( x ) ) ∨ ¬ Pet ( a ) )","there is an element x such that x is to the left of itself , x is a person or a is not a pet"
968,Even ( a ) ∨ ¬ Student ( b ),a is even or b is not a student
969,"¬ ( SameShape ( a , a ) ∧ ( Cube ( a ) → Dodec ( a ) ) )","it is not the case that all these hold : \n\t• a is of the same shape as itself \n\t• if a is a cube , then a is a dodecahedron"
970,"( ∀ x BackOf ( x , a ) → ∀ y Medium ( a ) ) ∨ ∃ y ¬ Large ( b )","at least one of these holds : \n\t• if for all x , x is in back of a , then for all y , a is medium \n\t• there is an element y such that b is not large"
971,"∃ x ∀ y SameCol ( a , b ) ∨ ∀ y ( Even ( c ) → Prime ( y ) )","there is an element x such that for all y , a is in the same column as b or for all y , if c is even , then y is a prime"
972,"∃ x ∀ y Prime ( x ) → ( ¬ SameRow ( a , b ) → ∀ y Medium ( b ) )","if there is an element x such that for all y , x is a prime , then if a is not in the same row as b , then for all y , b is medium"
973,( ∀ x Person ( a ) ∨ ∃ y Tet ( y ) ) ∧ ( ( Small ( b ) → Even ( c ) ) ∨ ∃ x Person ( c ) ),"all these hold : \n\t• for all x , a is a person or there is an element y such that y is a tetrahedron \n\t• at least one of these holds : \n\t• if b is small , then c is even \n\t• there is an element x such that c is a person"
974,"¬ ¬ LeftOf ( a , a ) ∧ ( ∃ x Medium ( x ) ∨ ( Even ( b ) ∧ Student ( c ) ) )",it is not the case that a is not to the left of a and at least one of these holds : \n\t• there is an element x such that x is medium \n\t• b is even and c is a student
975,∀ x ( ∃ y Small ( y ) → ∃ x Medium ( x ) ),"for all x , if there is an element y such that y is small , then there is an element x such that x is medium"
976,"¬ ¬ Smaller ( a , a ) → ∀ x Small ( x )","if it is not the case that a is not smaller than a , then for all x , x is small"
977,"∀ x ∀ y ∀ y SameRow ( a , b )","for all x , for all y , for all y , a is in the same row as b"
978,"¬ ( ( Medium ( a ) → Larger ( a , a ) ) ∧ ( RightOf ( a , a ) ∧ Medium ( b ) ) )","it is not the case that all these hold : \n\t• if a is medium , then a is larger than itself , a is to the right of itself \n\t• b is medium"
979,∀ x ( Medium ( a ) → Student ( x ) ) → ( ( Small ( b ) ∧ Cube ( b ) ) → ¬ Pet ( b ) ),"if for all x , if a is medium , then x is a student , then if b is small and b is a cube , then b is not a pet"
980,∃ x ( Large ( a ) ∧ Prime ( a ) ),there is an element x such that a is large and a is a prime
981,"∃ x ( Small ( a ) → SameRow ( x , a ) ) ∧ ∀ y ( Dodec ( a ) ∨ Prime ( a ) )","there is an element x such that if a is small , then x is in the same row as a and for all y , a is a dodecahedron or a is a prime"
982,"∀ x ( ( Even ( a ) ∨ Large ( a ) ) → ( Even ( b ) ∨ LeftOf ( x , x ) ) )","for all x , if a is even or large , then b is even or x is to the left of itself"
983,"( ( BackOf ( a , a ) → Smaller ( a , b ) ) → ( Large ( a ) → Tet ( c ) ) ) → ¬ ¬ SameSize ( a , d )","if if if a is in back of itself , then a is smaller than b , then if a is large , then c is a tetrahedron , then it is not the case that a is not of the same size as d"
984,"∃ x ∀ y ∀ y SameCol ( a , y )","there is an element x such that for all y , for all y , a is in the same column as y"
985,"∃ x ¬ LeftOf ( x , x ) → Even ( a )","if there is an element x such that x is not to the left of x , then a is even"
986,"SameShape ( a , a ) ∧ ∀ x ∀ x Smaller ( x , b )","a is of the same shape as itself and for all x , for all x , x is smaller than b"
987,"∃ x ( SameCol ( a , x ) → LeftOf ( x , x ) ) → ∃ y ( Medium ( a ) ∨ Cube ( y ) )","if there is an element x such that if a is in the same column as x , then x is to the left of itself , then there is an element y such that a is medium or y is a cube"
988,"¬ ( Adjoins ( a , b ) → ∃ x Small ( a ) )","it is not the case that if a is adjacent to b , then there is an element x such that a is small"
989,∀ x ( ∃ x Medium ( x ) ∨ ¬ Prime ( x ) ),"for all x , there is an element x such that x is medium or x is not a prime"
990,"∀ x ( ( Pet ( a ) ∨ LeftOf ( x , x ) ) ∨ ∃ y Person ( x ) )","for all x , a is a pet , x is to the left of itself or there is an element y such that x is a person"
991,"∃ x ∀ y Student ( y ) ∧ SameCol ( a , a )","there is an element x such that for all y , y is a student and a is in the same column as itself"
992,"SameRow ( a , a ) → ( ∃ x Small ( x ) ∨ ( Small ( b ) ∨ Tet ( c ) ) )","if a is in the same row as itself , then there is an element x such that x is small , b is small or c is a tetrahedron"
993,"¬ ( Small ( a ) → BackOf ( a , b ) ) → ∃ x ∀ x Large ( x )","if it is not the case that if a is small , then a is in back of b , then there is an element x such that for all x , x is large"
994,"¬ ( SameShape ( a , a ) → Dodec ( a ) ) → ( ∃ x Dodec ( a ) ∨ ∀ y Large ( y ) )","if it is not the case that if a is of the same shape as itself , then a is a dodecahedron , then there is an element x such that a is a dodecahedron or for all y , y is large"
995,"∃ x ( LeftOf ( x , x ) ∨ Prime ( a ) ) ∧ ∀ x ∀ y Small ( x )","there is an element x such that x is to the left of itself or a is a prime and for all x , for all y , x is small"
996,"∀ x Adjoins ( a , x )","for all x , a is adjacent to x"
997,( ∃ x Small ( x ) ∧ Pet ( a ) ) → ∀ x ∀ y Large ( b ),"if there is an element x such that x is small and a is a pet , then for all x , for all y , b is large"
998,"∀ x ( Small ( a ) → FrontOf ( a , b ) ) → ( ( LeftOf ( b , a ) ∨ Tet ( b ) ) → ∀ y Large ( b ) )","if for all x , if a is small , then a is in front of b , then if b is to the left of a or b is a tetrahedron , then for all y , b is large"
999,∀ x ( Person ( a ) ∨ ∀ y Prime ( b ) ),"for all x , a is a person or for all y , b is a prime"
